86309321994022913	"Don't text me while I'm texting you, now I have to change my text."
91644925850025984	"RT @Mr_popular: Commitment doesn't scare me, the thought of committing to the wrong person does. #BMB"
91653562978934784	"I can't imagine how cool it must feel for a band/artist to hear the whole crowd singing the words to their songs. #concertweirdos"
91604112214466561	"#40thingsaboutme I don't look at mirrors in the dark because I'm afraid of seeing a face."
91646469370675200	"@ChingChing_HOEE I said alr but you aint say nothing about it today , what you want me to remind you ."
91653525809004545	"Yeah I miss you. I miss us. I miss having you to talk to whenever I wanted. But I know I have to move on, because this is pointless."
91649443111256064	"Above the law, but under the influence."
91378799626821632	"I'll be there in five minutes. If not, read this again. ;) #HQ"	five	http://dbpedia.org/resource/5_(number)
91645803923382272	"#Aquarius  your greatest obstacle is your fear of rejection—you'd rather write down your feelings than express them face to face."	Aquarius	http://dbpedia.org/resource/Aquarius_(astrology)
91649478326624256	"When it hurts to look back, and you're afraid to look ahead, you can look beside you and a #Leo will be there - #LeoFriendship"	Leo	http://dbpedia.org/resource/Leo_(astrology)
91229818162642944	"I'm not sayin your the one girl, I'm just here to have fun girl"
91655255640649730	"RT @drakkerdnoir: I spent half of my day thinking about you. I spent the other half thinking of how not to think about you."
91569066703204352	"When people cut you down or talk behind your back. Remember they took time out of their pathetic lives, To think about you."
91652874723000320	"Theres nothing we can say or do that can make them stop their cruel intentions but pray for the fact that they get better.&lt;3"
91647379530452992	"RT @DamnItsTrue: I'm not afraid of falling in love, I'm just afraid falling for something I thought was love. #DamnItsTrue"
91656066709991424	"Love me without fear. Trust me without questioning. Need me without demanding. Accept me without change!"
91652561362370560	"Thank you everyone for the kind words. Surrounded by great family, friends and fans! Love you all! Setting my sights on a top 10 spot!"	10	http://dbpedia.org/resource/10_(number)
91657781379215360	"@Joshrooms13 dear @SarahSmith61711, your proposal has to be the cutest proposal ever! :D"
91640162563526656	"8 Year Old Brooklyn Boy Killed, Dismembered! Video:   An innocent eight year old child got lost while walking ho... http://bit.ly/oVwRhL"	8	http://dbpedia.org/resource/8_(number)	eight	http://dbpedia.org/resource/8_(number)
91646888792702976	"RT @LTLline: So many people in this music business, have lost site of,excitement brings money not the other way around,#DONTBEAFRAIDTOBUILD"
91642958822113280	"Turns out you are not that easy to forget. #TTQ"
91652190409736192	"RT @DamnItsTrue: I love the feeling I get when the person I like looks me in the eye and smiles. #DamnItsTrue"
91643411433664515	"Right now, someone you haven't met yet is out there wondering what it would be like to meet someone like you"
91587774209204224	"There are 4 words that will make you feel better in times of defeat or rejection, more than most any other words can: 'At least I tried.'"	4	http://dbpedia.org/resource/4_(number)
91648482611437568	"RT @TheNoteboook: Obstacles are put in our way to see if what we want is really worth fighting for."
91644640654143488	"When $$$$ calls.. You better answer that shit on the FIRST RING!!!"
91936358662287360	"It might be great to see how you work together as a team and you'll be surprised how much fun you have in the process http://t.co/Oq0uZaU"
91953555321262080	"I hate dirty fingernails"
91937314971975680	"If you are tongue-tied, you are out of the picture http://t.co/YQ3RJ53"
91936698409304064	"Take the time to shower and look fresh for him when he comes home to you http://t.co/NzDBYuy"
91935842775470080	"Each question will provide you a glimpse into an aspect of their personality http://t.co/zJjWzT8"
91955743670013953	"We're a perfect couple.. Were just not in the perfect situation"
91949910492069888	"About to be rolling in the dough! Lol, let me go shower! Brb peeps!"
91936480318078976	"2000 questions for Couples and get inside the mind of your partner with them http://t.co/8H1RfQT"	2000	http://dbpedia.org/resource/2000_(number)
91537762481737728	"You know you have met that right  person especially when they have made some bad decisions and you still loved them through it all ♥♥"
91935825989873664	"TIP: Here are 2000 questions you must ask your partner! Know everything about them and make your dates fun! http://t.co/3k5jsQI"	2000	http://dbpedia.org/resource/2000_(number)
91937931538862080	"Coffee shop Coffee and a couple of doughnuts won't cost you too much http://t.co/8T9MI09"
91936719389212672	"And when he appreciated the effort and complimented you, it was well worth it http://t.co/t5spvVr"
91937405518610432	"i bought a race horse and named it 'Myface'..... now when he races all the people in the stands are yelling 'COME ON MYFACE' #ThugLife"
91939215193026560	"Kids might be little and cute, but that doesn't change the fact that I think they're all big assholes."
91935606099288064	"Dawg if you are going to follow me. MENTION ME. Dnt follow then expect for me to jus kno! #notreal"
91953161048297472	"RT @TheQuotesJungle There is a difference between being in love with someone and being in love with the idea of someone."
91940104188338177	"Special #FF shout out to @cravecompany! Stay up on the latest from CRAVE and follow them!"
91936326982696960	"Art is making something out of nothing and selling it."
91953668571668480	"Here's 101 ways to stay hydrated this summer! Kick soda and alcohol to the curb and really quench your thirst! http://digs.by/nvKtBg"	101	http://dbpedia.org/resource/101_(number)	alcohol	http://dbpedia.org/resource/Alcohol
91938604460421121	"I love friends who aren't jealous, envious, and have my back when I need them!"
91935784072003585	"The words you choose will set the tone of your relationship, making it blissful and romantic http://t.co/NlMPXkp"
91940689813843968	"*wonders why life keeps teaching me lessons i have no desire to learn*"
91936304144715776	"Enjoy the chirruping of the birds and the beauty of the wild outdoors with your date http://t.co/d3gj8A9"	birds	http://dbpedia.org/resource/Bird
91972995911925761	"First tweet. This could be a historical moment. Retweet and be a part of something beautiful. #optimistic"
91973714199052288	"Don't be in such a rush to get to the top.. Enjoy your journey.. Take it slow. One step at a time. Appreciate the scenery on the way."	One	http://dbpedia.org/resource/1_(number)
91961174853292032	"Once upon a time there was a boy and a girl who loved eachother. Then a slut came and ruined everything. The end #DamnTeenQuote"
91964158895079425	"Sometimes you hunt the booze and sometimes the booze hunts you. Today is the latter. Totally innocent victim of circumstances."
91962879426822144	"I'd rather be a b*tch than a hoe. rather tell it like it is, then blow every boy I know.  rather be known  for what I do, not who I screw."
91628068858372096	"When I kill a bug, I never clean it up. I leave it's body there so the other bugs know not to mess with me."
91968934554763266	"Sometimes the bigger the smile, the more pain there is to hide."
91966293439291392	"Troptions give you the entre with Advertising - Direct Mail style. http://t.co/3e4SEux"
91976715009671168	"Don't waste your time on someone who isn't willing to waste their time on you."
91970833047752704	"Its not so much finding the right mate,, its being the right mate #TRUTH"
91966280847990785	"I need 3 more followers to have a 1,000"	3	http://dbpedia.org/resource/3_(number)	1,000	http://dbpedia.org/resource/1000_(number)
91957937311985665	"Yes, I am nice. No, that doesnt mean you can walk all over me."
91965437771923456	"Sirens and Alarms going off im a hot topic."
91958551714611200	"Don't give just bcuz u want something in return, do it from your heart & u'll be blessed in some type of way. #GodIsGood"
91973979136458752	"Laughter is the best friend of Joy. Laugh freely, don't take anything too serious."
91960773986889728	"RT @ChasingJason: One of the worst things to do is make a woman cry, especially your mother."	One	http://dbpedia.org/resource/1_(number)
91967052599934977	"Bid on clicks at our online auction and let us promote you by using 140 characters http://t.co/grFXdoh"	140	http://dbpedia.org/resource/140_(number)
91962122648551424	"Over analytical #taurus sees things from every angle .This tends to delay decision making and leads to procrastination"	taurus	http://dbpedia.org/resource/Taurus_(astrology)
91974824636841984	"#confessiontime I think @lindseyraye is one of the cutest human beings ever. even cuter than @lights. #gasp"	one	http://dbpedia.org/resource/1_(number)
91967224562192384	"Bid with Goods you have on hand - or Cash - or combination of Both  http://t.co/NrfENXj"
92001585978294272	"Cross the line if you wish he/she would come back."
92001395573661696	"I solemly swear I am up to no good"	swear	http://dbpedia.org/resource/Oath
92002801961549827	"Cross the line if you keep everything to yourself and its killing you."
92002012132147200	"but I don't quite understand why the haters are piling on."
84778630718308352	"#Capricorns are: Mostly compatible with #Taurus and #Virgo."	Capricorns	http://dbpedia.org/resource/Capricorn_(astrology)	Taurus	http://dbpedia.org/resource/Taurus_(astrology)	Virgo	http://dbpedia.org/resource/Virgo_(astrology)
91990429922365440	"Sometimes we're too afraid of what people say about us. In fact, most of them just say and don't mean it. #ihatequotes"
91978037477904384	"damn the man just lost his dojo"	dojo	http://dbpedia.org/resource/Dojo
91982577681956865	"Watching you babe.. watching you all the time."
92002077940781056	"Cross the line if you're sick of waiting."
90974202240315393	"cheating in a relationship #icantdothat"
92017854857220096	"As a #Leo - Whenever things in life go wrong, it just gives us a chance to prove we're strong"	Leo	http://dbpedia.org/resource/Leo_(astrology)
92044726932480002	"RT @iQuoteSwag: The best relationships are the ones in which you can be lovers and still act like best friends."
